654005218393264129	how much respect does my cat lose for me when I cry-masturbate? @midnight #BetterDebateQuestions	0
654021247832096768	Who are those two dudes next to Hillary and Bernie? #BetterDebateQuestions @midnight	0
654023230445871105	@midnight #BetterDebateQuestions Would you rather have your legacy preserved with presidential library, or presidential water park?	0
654022798071963648	Finkle,Einhorn.Einhorn,Finkle!  #BetterDebateQuestions @midnight http://t.co/FUWuQbUJuM	0
654032807811919872	Do I look fat in these jeans? #BetterDebateQuestions @midnight	0
654007674720227328	@elizacollins1 @politico but will he have all the #BetterDebateQuestions we created for them with @midnight ?	0
654001352968900608	Knock knock #BetterDebateQuestions @midnight	0
653783262691725314	Can you actually explain the ending to Lost? #BetterDebateQuestions @midnight	1
653817839271473152	If a tree falls in the woods and Fox News isn't there to report on it, is it still Obama's fault? #BetterDebateQuestions @midnight	1
654016299614490628	Who let the dogs out? #BetterDebateQuestions @midnight	0
654021999514128384	Fold or crumple? #BetterDebateQuestions @midnight	0
654002362286116864	Will you tell us up front if you are going to get a blow job in the oval office? #BetterDebateQuestions #transparency @midnight	0
654016268035448832	@midnight Mr. Sanders, who are you wearing? #BetterDebateQuestions	0
654037492803350529	#BetterDebateQuestions @midnight Do they offer an early bird special for prostitution?	0
654004453096296448	#BetterDebateQuestions @midnight   How many times a day do you hear the voice of god?	0
653998973523468288	@midnight Who is the better liar, the candidate to your left or right?  #BetterDebateQuestions	0
654000441525673985	@midnight After Hillary &amp; Bernie take the stage can the remaining candidates make sure to have a picture I.D. ready? #BetterDebateQuestions	0
654032680078589952	Does anybody remember laughter? #BetterDebateQuestions @midnight	0
654020073716232192	I heard gingers don't have a soul, is that true? #BetterDebateQuestions @midnight	0
654005325041823744	is keanu reeves immortal? @midnight #BetterDebateQuestions	0
654008913835204608	How many Democrats does it take to change a light bulb and can they write it off on their taxes? #BetterDebateQuestions @midnight	0
653994660239642624	If @JaredLeto wore a dress...would you?  #BetterDebateQuestions @midnight	0
654027629293621248	@midnight #BetterDebateQuestions Is your ideal voter someone who shares your beliefs, or someone who'd like to have a beer with you?	0
654020960601796608	What is your contingency plan for the inevitable zombie apocalypse?#BetterDebateQuestions @midnight	0
654007132745007104	Do you believe #FoxNews is more in the bag for Jeb or Marco? #BetterDebateQuestions @midnight	0
654010531016216577	In your opinion, who looks better in blue, Monica or the Blue Man Group? #BetterDebateQuestions @midnight	0
654017391165177856	#BetterDebateQuestions @midnight How will your blind narcissism be a strength regarding foreign policy?	0
654017829482528768	"Mr Trump, could you clarify who let the dogs out?" #BetterDebateQuestions @midnight	0
653785729009475585	Do you know why I pulled you over? #BetterDebateQuestions @midnight	1
654000696530968580	Marry, Boff, Kill: Trump, Bush, Fiorina #BetterDebateQuestions @midnight	0
653782633000775680	Can I get a what what? #BetterDebateQuestions @midnight	1
654006213332496384	but I gotta kn-kn-kn-know wha-what's your fan-ta-ta-sy? @midnight #BetterDebateQuestions	0
654014718244470789	Politics aside, Do you dress to the left or right? #BetterDebateQuestions @midnight	0
654022326233759744	#betterdebatequestions Are these the droids you are looking for? @midnight	0
654021276919435264	If you expect the unexpected, is it still unexpected? #BetterDebateQuestions @midnight	0
654009454984339456	During flu season, will reporters be allowed on Air Force One?  #BetterDebateQuestions @midnight	0
653815880317468672	What is your stance on entering a hash tag war? #BetterDebateQuestions  @midnight	1
653996724495720448	At my cousin Ruthie's wedding, the groom's brother was that guy Alakazam. You know who I'm talking about? #BetterDebateQuestions @midnight	0
653999690241974273	megaloDON or heteroDONtosaruas...which Don besides Trump would you endorse? #BetterDebateQuestions @midnight	0
654030614589386752	@midnight What non-political experiences do you bring to the table? #BetterDebateQuestions	0
654022626088611840	Are blondes really more fun? #BetterDebateQuestions @midnight	0
653995369240633344	Is snapchat in discussion for a legitimate addiction? #BetterDebateQuestions @midnight	0
653994070830936064	What is your interpretation of the movie Inception? @midnight #BetterDebateQuestions	0
654037898841292800	Charmander, squirtle or bulbasaur? #BetterDebateQuestions @midnight	0
653777816266387456	Do u even lift bro? #BetterDebateQuestions @midnight	1
654005420793593856	"Does this look infected to you?" @midnight #BetterDebateQuestions	0
654016419718258688	Can you point to #Benghazi on a on a map, Mrs. Clinton? #BetterDebateQuestions @midnight	0
654030430790922241	How do you solve a problem like Maria? @midnight  #BetterDebateQuestions	0
654025577683361802	@midnight #BetterDebateQuestions Do you promise to 'commit to the bit'?	0
654030978029981696	do you still have the gently used bedpans for sale on craigslist? #BetterDebateQuestions @midnight	0
654001590362243072	Do you know the muffin man? #BetterDebateQuestions @midnight	0
654006206332190721	George Bush! Great President or GREATEST President? #BetterDebateQuestions @midnight	0
653995018483552257	Ready for Star Wars The Force Awakens? #BetterDebateQuestions @midnight	0
654017991466700800	@midnight true or false: we don't give a shit about your stances, as long as you beat Trump. #BetterDebateQuestions	0
654017081516490752	Do you want fries with that? #BetterDebateQuestions @midnight	0
654005086763544581	@midnight If your mistress was having an abortion, where would you tell your wife the maid is "vacationing?" #BetterDebateQuestions	0
654007199325294592	What's the deal with airline food? #BetterDebateQuestions @midnight	0
654038867331301376	@midnight @hardwick Did @tacobell &amp; @ModeloUSA go halve-sies on music/voice actor for their commercials? #BetterDebateQuestions #ChodeBottle	0
654001861976985600	Man Bunsyay or nay?  #BetterDebateQuestions @midnight http://t.co/aHLwkIvkzM	0
654035416325206016	#BetterDebateQuestions @midnight Would you rather - your gran's body with Kate Upton's face or Kate Upton's body with your gran's face?	0
654009884384587776	How much do hair transplants cost and can you write them off on your taxes? #BetterDebateQuestions @midnight	0
654021185898868737	Which one of you is picking @Beyonce as their running mate? #BetterDebateQuestions @midnight	0
654009900100513793	Any of you think that Trump should have to come clean about his hair in order to continue his campaign? #BetterDebateQuestions @midnight	0
654016795473408000	#BetterDebateQuestions @midnight "Fuck, Marry, Kill: JFK, Reagan, Thomas Jefferson".	0
653991769542144000	Who is this Ben Ghazi Fella? #BetterDebateQuestions @midnight	0
654003789473673216	Can you quack like a duck?  http://t.co/GfoMy2aXip @midnight #BetterDebateQuestions	0
654005298471006208	Where will our country be if Trump wins? Ever seen Idiocracy... About that far... Hope u like Brawndo. #BetterDebateQuestions  @midnight	0
654007531249995777	If H.W. is the father, and W. Is the son, what is Jeb? #BetterDebateQuestions  @midnight	0
653793741547794432	Are you now, or have you ever been a member of the KISS Army? #BetterDebateQuestions @midnight	1
654003390704324608	Is that you, Santa Claus? #BetterDebateQuestions  @midnight	0
654017765234245632	Hillary:  boxers or briefs?  #BetterDebateQuestions @midnight	0
653993678122450944	How do I get to first base? @midnight  #BetterDebateQuestions	0
654006271436320768	Mrs. Clinton is the real reason you hid your text because of the sexting between you and President Obama #BetterDebateQuestions @midnight	0
654011555747635200	Which of the three little pigs do you feel you most closely resemble and why? #BetterDebateQuestions @midnight	0
654015874609733632	Better one... or better two? #BetterDebateQuestions @midnight	0
654008238187282432	@midnight #BetterDebateQuestions What weapon would you use while fighting off a horde of walkers?	0
654015897162510336	@midnight Why is Donald Trump still a candidate? #BetterDebateQuestions	0
654038201775071232	Would you rather have dick sized nipples or a nipple sized dick? #BetterDebateQuestions @midnight	0
654006358824587265	"Why not Zoidberg?" @midnight #BetterDebateQuestions	0
653775535429038080	What exactly do you plan to do about joke theft on Twitter? @midnight #BetterDebateQuestions	2
653796381425991680	Instead of responding "I'm not a scientist" to questions about science, could you actually ask a scientist? #BetterDebateQuestions @midnight	1
654016452207489024	Finally, we are going to go with the hardest question of the night "What is your favorite color and why?" #BetterDebateQuestions @midnight	0
654002137660309504	#BetterDebateQuestions @midnight Do you own anything other than a pant suit?	0
654031292464525312	Who pissed in your Corn Flakes?#BetterDebateQuestions @midnight	0
654027963441262592	@midnight #BetterDebateQuestions Joel Hodgson or Mike Nelson?	0
654038619246620673	2 Part question for any of the candidates. Do you guys validate parking? and wheres the nearest strip club #BetterDebateQuestions @midnight	0
654001503120658434	How much cream was in your pants when you found out McDonalds serving breakfast all day? #BetterDebateQuestions @midnight	0
653797420325826560	An NRA lobbyist falls in the forest, which one of you will kiss his booboo first #BetterDebateQuestions @midnight	1
653996350888013824	"So are you the type of person who accidentally drops an F bomb in Presidential Presence &amp; laughs?" #BetterDebateQuestions @midnight	0
654015072478588929	@midnight How many in the stink? #BetterDebateQuestions	0
654008930889277440	What are your policies on back rubs? #BetterDebateQuestions @midnight http://t.co/3nDoPQS9eB	0
654016405050789889	What's your stance on the toilet?  #BetterDebateQuestions @midnight @hardwick @nerdist	0
654015322723237888	Why wouldn't a "former member" of the Clinton Global Initiative be an unbiased moderator?! #BetterDebateQuestions @midnight	0
654003098608889856	Hillary would you do Bernie Sanders? Bernie vice versa. #BetterDebateQuestions @midnight	0
653995810246397952	Cocks or Glocks? #BetterDebateQuestions @midnight	0
653994852712062977	Do you believe in true love? @midnight #BetterDebateQuestions	0
654016611930664960	Seriously, Mr. Sanders? No, seriously? #BetterDebateQuestions @midnight	0
